outer_fold,selector,feature_count,record_type,accuracy,macro_f1,weighted_f1,balanced_accuracy,mcc,training_seconds,inference_seconds,milliseconds_per_record,minority_classes,class_name,class_precision,class_recall,class_f1,class_support
1,CS_SHAP_Union,15,aggregate,0.9868162998474613,0.96193496772828,0.9868684452375637,0.9646664452794222,0.984901012891883,28.04050545700011,1.0589662610000232,0.028845234827849835,mitm,,,,,
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,backdoor,0.9997326203208556,0.9991982896846606,0.9994653835872761,3742.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,ddos,0.9858514401212733,0.9759879939969985,0.9808949220713926,3998.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,dos,0.9862495702990719,0.9781793385612001,0.9821978774392331,2933.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,injection,0.979040404040404,0.9709491610318056,0.9749779957248836,3993.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,mitm,0.7066666666666667,0.7644230769230769,0.7344110854503464,208.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,normal,0.9938190895043385,0.996662295863631,0.99523866206404,8389.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,password,0.9919314170448815,0.9911816578483245,0.9915563957151858,3969.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,ransomware,0.9985999299964998,0.9996496145760336,0.9991244965855367,2854.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,scanning,0.986648865153538,0.9924791834542036,0.9895554365291912,3723.0
1,CS_SHAP_Union,15,per_class,,,,,,,,,mitm,xss,0.9659748213678122,0.9779538408542887,0.9719274221157138,2903.0
1,Mutual_Information_Matched,15,aggregate,0.9870342122466769,0.9620171678629109,0.9870998122431098,0.9652618633385913,0.9851511864443723,27.476574408000033,1.064759254000137,0.02900303045326152,mitm,,,,,
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,backdoor,0.9997326203208556,0.9991982896846606,0.9994653835872761,3742.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,ddos,0.9853977844914401,0.9789894947473737,0.9821831869510665,3998.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,dos,0.9889464594127807,0.9761336515513126,0.9824982841455044,2933.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,injection,0.9785407725321889,0.9706987227648385,0.9746039728438521,3993.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,mitm,0.7017543859649122,0.7692307692307693,0.7339449541284404,208.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,normal,0.9952392287550583,0.996781499582787,0.9960097671371568,8389.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,password,0.99093427348275,0.9914336104812296,0.9911838790931989,3969.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,ransomware,0.9985994397759104,0.9992992291520673,0.9989492119089317,2854.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,scanning,0.9869088966069998,0.9922105828632823,0.989552638628449,3723.0
1,Mutual_Information_Matched,15,per_class,,,,,,,,,mitm,xss,0.9650135869565217,0.9786427833275921,0.9717804002052335,2903.0
1,Random_Forest_Importance_Matched,15,aggregate,0.9866528655480497,0.9628476996380437,0.9867356347949178,0.9671896204443463,0.9847144449990884,30.636699679000003,1.1324426179999136,0.03084666098278257,mitm,,,,,
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,backdoor,0.9997326203208556,0.9991982896846606,0.9994653835872761,3742.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,ddos,0.9853275992916772,0.9742371185592796,0.979750974720161,3998.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,dos,0.9892955801104972,0.9768155472212752,0.9830159547092125,2933.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,injection,0.978315683308119,0.9717004758327072,0.974996858901872,3993.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,mitm,0.7021276595744681,0.7932692307692307,0.744920993227991,208.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,normal,0.9929920418101912,0.9965430921444749,0.9947643979057592,8389.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,password,0.9926841574167508,0.9914336104812296,0.9920584898525148,3969.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,ransomware,0.9985994397759104,0.9992992291520673,0.9989492119089317,2854.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,scanning,0.9871760619823671,0.9924791834542036,0.989820519689258,3723.0
1,Random_Forest_Importance_Matched,15,per_class,,,,,,,,,mitm,xss,0.964625850340136,0.9769204271443335,0.9707342118774602,2903.0
2,Full_Controlled,34,aggregate,0.98918609718893,0.96700647784781,0.9893026186244763,0.9736655923241282,0.9876188584711657,51.154961061999984,1.3480959459998303,0.036720852745691604,mitm,,,,,
2,Full_Controlled,34,per_class,,,,,,,,,mitm,backdoor,1.0,0.9997327632282202,0.9998663637578511,3742.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,ddos,0.9904330312185297,0.9842381786339754,0.9873258878152842,3997.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,dos,0.9848589125946318,0.9754601226993865,0.9801369863013699,2934.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,injection,0.9850557244174265,0.973954420235412,0.9794736179322503,3993.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,mitm,0.7073170731707317,0.8365384615384616,0.7665198237885462,208.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,normal,0.9973800166726212,0.9983311479318154,0.9978553556535208,8389.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,password,0.9959462883202432,0.9904257999496094,0.993178372915614,3969.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,ransomware,0.9992994746059545,1.0,0.9996496145760336,2853.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,scanning,0.988748995446022,0.9914047810905184,0.9900751072961373,3723.0
2,Full_Controlled,34,per_class,,,,,,,,,mitm,xss,0.9656218402426694,0.9865702479338843,0.9759836484414921,2904.0
2,Natural_Global_Stable,15,aggregate,0.9884506428415777,0.9640977429025753,0.9885676496516477,0.9699089902584799,0.9867765063886386,48.209308385999975,1.089370400000007,0.0296734146872959,mitm,,,,,
2,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,backdoor,1.0,0.9997327632282202,0.9998663637578511,3742.0
2,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,ddos,0.9896699420508944,0.9827370527895922,0.9861913130805925,3997.0
2,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,dos,0.9838432451014094,0.9754601226993865,0.9796337497860688,2934.0
2,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,injection,0.9840546697038725,0.9737039819684448,0.9788519637462235,3993.0
2,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,mitm,0.6900826446280992,0.8028846153846154,0.7422222222222222,208.0
2,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,normal,0.9964260185847034,0.9970199070210991,0.9967228743371268,8389.0
