fold,method,feature,importance,rank
5,Natural_Global,mqtt.len,0.0,31
5,Natural_Global,mqtt.msgtype,0.0,31
5,Natural_Global,mqtt.proto_len,0.0,31
5,Natural_Global,mqtt.protoname,0.10682595,15
5,Natural_Global,mqtt.topic,0.017543996,22
5,Natural_Global,mqtt.topic_len,0.0,31
5,Natural_Global,mqtt.ver,0.0,31
5,Natural_Global,tcp.ack,0.49103597,6
5,Natural_Global,tcp.ack_raw,0.13600977,11
5,Natural_Global,tcp.checksum,0.10372759,16
5,Natural_Global,tcp.connection.fin,0.011273448,23
5,Natural_Global,tcp.connection.rst,0.052321672,18
5,Natural_Global,tcp.connection.syn,0.059451047,17
5,Natural_Global,tcp.connection.synack,0.009492357,24
5,Natural_Global,tcp.dstport,0.63716865,4
5,Natural_Global,tcp.flags,0.110354066,14
5,Natural_Global,tcp.flags.ack,0.0046669627,26
5,Natural_Global,tcp.len,0.1344819,12
5,Natural_Global,tcp.seq,0.13010937,13
5,Natural_Global,tcp.srcport,0.93252885,2
5,Natural_Global,udp.port,0.0007419388,29
5,Natural_Global,udp.stream,0.2905451,9
5,Natural_Global,udp.time_delta,0.0018463919,27
5,Class_Balanced,arp.hw.size,0.004329083,29
5,Class_Balanced,arp.opcode,0.025366746,24
5,Class_Balanced,dns.qry.name,0.05776829,21
5,Class_Balanced,dns.qry.name.len,0.0,31
5,Class_Balanced,dns.qry.qu,0.0,31
5,Class_Balanced,dns.retransmission,0.0,31
5,Class_Balanced,dns.retransmit_request,0.0,31
5,Class_Balanced,http.content_length,0.07190688,19
5,Class_Balanced,http.referer,0.72888154,4
5,Class_Balanced,http.request.method,0.39211082,8
5,Class_Balanced,http.request.version,0.30142498,10
5,Class_Balanced,http.response,0.0014216374,30
5,Class_Balanced,icmp.checksum,0.27932015,12
5,Class_Balanced,icmp.seq_le,0.35663393,9
5,Class_Balanced,icmp.transmit_timestamp,0.01599572,26
5,Class_Balanced,mqtt.conack.flags,0.4028307,7
5,Class_Balanced,mqtt.conflag.cleansess,0.0,31
5,Class_Balanced,mqtt.conflags,0.0,31
5,Class_Balanced,mqtt.hdrflags,0.0,31
5,Class_Balanced,mqtt.len,0.0,31
5,Class_Balanced,mqtt.msgtype,0.0,31
5,Class_Balanced,mqtt.proto_len,0.0,31
5,Class_Balanced,mqtt.protoname,0.102903254,18
5,Class_Balanced,mqtt.topic,0.02168463,25
5,Class_Balanced,mqtt.topic_len,0.0,31
5,Class_Balanced,mqtt.ver,0.0,31
5,Class_Balanced,tcp.ack,0.8764786,3
5,Class_Balanced,tcp.ack_raw,0.17753682,13
5,Class_Balanced,tcp.checksum,0.11093293,17
5,Class_Balanced,tcp.connection.fin,0.025780099,23
5,Class_Balanced,tcp.connection.rst,0.11629438,16
5,Class_Balanced,tcp.connection.syn,0.12619619,15
5,Class_Balanced,tcp.connection.synack,0.013868528,27
5,Class_Balanced,tcp.dstport,0.9364697,1
5,Class_Balanced,tcp.flags,0.1442241,14
5,Class_Balanced,tcp.flags.ack,0.006625765,28
5,Class_Balanced,tcp.len,0.6909771,5
5,Class_Balanced,tcp.seq,0.2902998,11
5,Class_Balanced,tcp.srcport,0.9178277,2
5,Class_Balanced,udp.port,0.03842348,22
5,Class_Balanced,udp.stream,0.42636594,6
5,Class_Balanced,udp.time_delta,0.06800001,20
5,Minority_Diagnostic,arp.hw.size,0.008928341,19
5,Minority_Diagnostic,arp.opcode,0.038484402,11
5,Minority_Diagnostic,dns.qry.name,0.0017719992,23
5,Minority_Diagnostic,dns.qry.name.len,0.0,25
5,Minority_Diagnostic,dns.qry.qu,0.0,25
5,Minority_Diagnostic,dns.retransmission,0.0,25
5,Minority_Diagnostic,dns.retransmit_request,0.0,25
5,Minority_Diagnostic,http.content_length,0.0,25
5,Minority_Diagnostic,http.referer,0.008106651,20
5,Minority_Diagnostic,http.request.method,0.24988788,9
5,Minority_Diagnostic,http.request.version,0.34741974,7
5,Minority_Diagnostic,http.response,0.0,25
5,Minority_Diagnostic,icmp.checksum,0.5556656,4
5,Minority_Diagnostic,icmp.seq_le,0.444132,6
5,Minority_Diagnostic,icmp.transmit_timestamp,0.11957594,10
5,Minority_Diagnostic,mqtt.conack.flags,0.0026064669,22
5,Minority_Diagnostic,mqtt.conflag.cleansess,0.0,25
5,Minority_Diagnostic,mqtt.conflags,0.0,25
5,Minority_Diagnostic,mqtt.hdrflags,0.0,25
5,Minority_Diagnostic,mqtt.len,0.0,25
5,Minority_Diagnostic,mqtt.msgtype,0.0,25
5,Minority_Diagnostic,mqtt.proto_len,0.0,25
5,Minority_Diagnostic,mqtt.protoname,9.034041e-06,24
5,Minority_Diagnostic,mqtt.topic,0.0,25
5,Minority_Diagnostic,mqtt.topic_len,0.0,25
5,Minority_Diagnostic,mqtt.ver,0.0,25
5,Minority_Diagnostic,tcp.ack,0.021360386,14
5,Minority_Diagnostic,tcp.ack_raw,0.020096857,15
5,Minority_Diagnostic,tcp.checksum,0.018295072,16
5,Minority_Diagnostic,tcp.connection.fin,0.0,25
5,Minority_Diagnostic,tcp.connection.rst,0.013290633,18
5,Minority_Diagnostic,tcp.connection.syn,0.02208797,13
5,Minority_Diagnostic,tcp.connection.synack,0.0,25
5,Minority_Diagnostic,tcp.dstport,0.7193703,3
5,Minority_Diagnostic,tcp.flags,0.0291814,12
5,Minority_Diagnostic,tcp.flags.ack,0.0,25
5,Minority_Diagnostic,tcp.len,3.6372004,1
5,Minority_Diagnostic,tcp.seq,0.0037411742,21
5,Minority_Diagnostic,tcp.srcport,1.4733423,2
5,Minority_Diagnostic,udp.port,0.28794673,8
5,Minority_Diagnostic,udp.stream,0.016337445,17
5,Minority_Diagnostic,udp.time_delta,0.509864,5
